"MolWeight"	"nAtoms"	"numC"	"numN"	"numP"	"numO"	"numHydrogen"	"CNRatio"	"XLogP"	"Fsp3"	"MW"	"LipinskiFailures"	"nRotB"	"MLogP"	"nAtomLAC"	"nAtomP"	"nAtomLC"	"nB"	"nBase"	"nAtom"	"nAromBond"	"naAromAtom"	"ALogP"	"ALogp2"	"AMR"	"nAcid"	"nA"	"nR"	"nN"	"nD"	"nC"	"nF"	"nQ"	"nE"	"nG"	"nH"	"nI"	"nP"	"nL"	"nK"	"nM"	"nS"	"nT"	"nY"	"nV"	"nW"	"nSmallRings"	"nAromRings"	"nRingBlocks"	"nAromBlocks"	"nRings3"	"nRings4"	"nRings5"	"nRings6"	"nRings7"	"nRings8"	"nRings9"	"tpsaEfficiency"	"Zagreb"	"WPATH"	"WPOL"	"WTPT.1"	"WTPT.2"	"WTPT.3"	"WTPT.4"	"WTPT.5"	"VAdjMat"	"VABC"	"TopoPSA"	"topoShape"	"geomShape"	"PetitjeanNumber"	"MDEC.11"	"MDEC.12"	"MDEC.13"	"MDEC.14"	"MDEC.22"	"MDEC.23"	"MDEC.24"	"MDEC.33"	"MDEC.34"	"MDEC.44"	"MDEO.11"	"MDEO.12"	"MDEO.22"	"MDEN.11"	"MDEN.12"	"MDEN.13"	"MDEN.22"	"MDEN.23"	"MDEN.33"	"khs.sLi"	"khs.ssBe"	"khs.ssssBe"	"khs.ssBH"	"khs.sssB"	"khs.ssssB"	"khs.sCH3"	"khs.dCH2"	"khs.ssCH2"	"khs.tCH"	"khs.dsCH"	"khs.aaCH"	"khs.sssCH"	"khs.ddC"	"khs.tsC"	"khs.dssC"	"khs.aasC"	"khs.aaaC"	"khs.ssssC"	"khs.sNH3"	"khs.sNH2"	"khs.ssNH2"	"khs.dNH"	"khs.ssNH"	"khs.aaNH"	"khs.tN"	"khs.sssNH"	"khs.dsN"	"khs.aaN"	"khs.sssN"	"khs.ddsN"	"khs.aasN"	"khs.ssssN"	"khs.sOH"	"khs.dO"	"khs.ssO"	"khs.aaO"	"khs.sF"	"khs.sSiH3"	"khs.ssSiH2"	"khs.sssSiH"	"khs.ssssSi"	"khs.sPH2"	"khs.ssPH"	"khs.sssP"	"khs.dsssP"	"khs.sssssP"	"khs.sSH"	"khs.dS"	"khs.ssS"	"khs.aaS"	"khs.dssS"	"khs.ddssS"	"khs.sCl"	"khs.sGeH3"	"khs.ssGeH2"	"khs.sssGeH"	"khs.ssssGe"	"khs.sAsH2"	"khs.ssAsH"	"khs.sssAs"	"khs.sssdAs"	"khs.sssssAs"	"khs.sSeH"	"khs.dSe"	"khs.ssSe"	"khs.aaSe"	"khs.dssSe"	"khs.ddssSe"	"khs.sBr"	"khs.sSnH3"	"khs.ssSnH2"	"khs.sssSnH"	"khs.ssssSn"	"khs.sI"	"khs.sPbH3"	"khs.ssPbH2"	"khs.sssPbH"	"khs.ssssPb"	"Kier1"	"Kier2"	"Kier3"	"HybRatio"	"fragC"	"FMF"	"ECCEN"	"SP.0"	"SP.1"	"SP.2"	"SP.3"	"SP.4"	"SP.5"	"SP.6"	"SP.7"	"VP.0"	"VP.1"	"VP.2"	"VP.3"	"VP.4"	"VP.5"	"VP.6"	"VP.7"	"SPC.4"	"SPC.5"	"SPC.6"	"VPC.4"	"VPC.5"	"VPC.6"	"SC.3"	"SC.4"	"SC.5"	"SC.6"	"VC.3"	"VC.4"	"VC.5"	"VC.6"	"SCH.3"	"SCH.4"	"SCH.5"	"SCH.6"	"SCH.7"	"VCH.3"	"VCH.4"	"VCH.5"	"VCH.6"	"VCH.7"	"C1SP1"	"C2SP1"	"C1SP2"	"C2SP2"	"C3SP2"	"C1SP3"	"C2SP3"	"C3SP3"	"C4SP3"	"ATSp1"	"ATSp2"	"ATSp3"	"ATSp4"	"ATSp5"	"ATSm1"	"ATSm2"	"ATSm3"	"ATSm4"	"ATSm5"	"ATSc1"	"ATSc2"	"ATSc3"	"ATSc4"	"ATSc5"
"neg_DANCE_RDvsIR_2021_PG_Esccal_Rd2_BC6_1_12001"	287148.594933389	20237	13636	1561	32	4671	16759	2937.97738095238	1.49900000000005	270.885410327228	287359.89366667	904	5412	1606.05	1224	6995	9875	21666	269	36996	0	0	-332.7379	4179.35349175	74633.3128	293	366	0	11	17	6	0	20	22	462	0	14	42	50	17	13	34	13	0	64	0	1977	1124	1436	901	31	12	363	1546	25	0	0	188.661220858402	105768	2707056	34485	40701.3969961101	1143.91395436954	18238.8853305198	12408.1652286703	4801.0768340459	3522.19288714715	0	94939.5999999999	529.045049395049	0	273.698800577847	249.949210522425	1491.66378737697	2459.86754114624	256.716222911232	5108.40885911261	12161.986881108	523.714005476795	7286.48916441732	754.546551847365	93.0244248482766	1432.19220252407	1529.25987381251	502.002343930802	13.9807717976754	103.874605325841	19.0567075127288	264.861802701852	205.853166441745	63.5516412602959	0	0	0	0	1	1	1192	23	2420	1	255	2848	2488	0	19	1368	2238	379	256	0	178	3	0	539	73	6	3	49	243	333	31	91	0	1688	1575	1296	72	146	0	0	0	0	0	0	2	30	0	14	4	31	28	5	61	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	16756.7750822904	7567.44544564562	4457.47246734884	271.264307242474	2052043.01000001	334.286427830106	563269	14759.2563794988	9609.3810658689	8953.30173559644	7350.8065462638	5906.58097373538	4722.04112544268	3371.98861615064	2433.46140154959	11351.3529314363	6620.85740302736	5161.84086990842	3661.89938636038	2577.83342427203	1767.03057868239	1088.63914982754	683.309739099336	3839.97029752992	5928.19608497913	8722.03993101935	1453.87284111632	2001.61230144522	2522.89980483609	1718.60887266476	60.9687113687309	507.87493927781	41.6662861507041	748.761056032815	21.9923609655145	144.697269710458	12.1357174742053	7.5891200239439	11.0274620375689	39.6903170418579	186.933902337927	381.673935962639	5.93045502201969	7.95473388981451	22.0503987626537	81.215812214945	132.444269656499	7	13	1466	4495	1098	2345	3105	442	86	1342506.51441247	1594906.2422751	2288076.72722305	2486808.20912612	2382582.00950473	26118.360872634	25441.3033613018	37192.6624381133	42153.4861406215	41874.6049421945	649.382967342208	-292.047961954181	-50.9193013900791	58.0835469839181	-83.1774514654907
"neg_DANCE_RDvsIR_2021_PG_Esccal_Rd3_GD8_1_12066"	326260.742509582	22993	15563	1769	42	5223	19135	3480.77857142857	96.3579999999999	309.692014353285	326497.357320612	1026	6188	1846.55	1555	8136	11294	24641	300	42128	0	0	-316.4004	4754.21752274	85268.4557	293	378	0	9	17	9	0	22	18	471	0	16	46	52	17	18	35	13	0	70	0	2285	1337	1654	1052	31	16	423	1789	26	0	0	213.382942703884	120242	3019219	39090	46278.8204581202	1309.71767654901	20596.0881295923	13912.4934967407	5450.71750657434	4027.39427959577	0	106692.2	608.147374847375	0	314.003260435503	302.44022781568	1704.24066894416	2792.20787241112	296.881902947448	5872.08472697714	13953.9020425953	592.565416792061	8592.32985117148	820.414618854866	96.1403045414092	1523.78289993534	1725.02151000407	590.945647496936	16.450395970189	109.300814934944	22.3218752958622	291.465052794879	248.541980680678	72.4046097218688	0	0	0	0	3	1	1386	27	2748	0	269	3364	2795	0	20	1442	2557	477	293	1	204	3	0	574	83	6	7	64	300	357	38	126	0	1877	1711	1497	89	165	0	0	0	0	0	0	3	39	0	15	10	51	34	7	68	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18994.2520970666	8580.09483010867	5031.07332230601	310.022755396042	2316998.30000002	385.221370653196	639664	16748.1167268962	10926.4997171907	10165.4006912598	8357.6904468225	6735.49593232998	5376.44246943717	3838.73414226925	2771.9110893591	12939.6686700607	7570.25399958674	5907.77604455393	4189.45536504523	2958.3132157174	2025.14765366275	1244.95927374671	781.256033015175	4334.83914703298	6723.95333263108	9848.22836763658	1656.41387505893	2289.07235691977	2866.97492549199	1944.22011694739	72.4423032055378	564.511817183417	44.3191285906507	859.736112107355	27.5491366262391	162.231444068729	13.0536336442944	7.71234614790159	11.3905384630549	45.98160166253	216.402397136036	436.724937177854	5.77392875722712	8.17143049486786	25.1485656991028	94.1518114982654	152.292483582358	6	14	1602	5233	1235	2681	3533	484	97	1526257.71492759	1812180.79054428	2597948.28697577	2811201.97852655	2680474.05696692	29652.3757560568	29005.5123544042	42357.5622993977	47850.269805423	47521.3951384598	727.480288360694	-329.120133146639	-52.2065526364054	53.6275473366462	-82.4876886148792
"neg_DANCE_RDvsIR_2021_PG_Esccal_Rd4_BA1_1_11974"	292108.902527271	20582	13914	1594	41	4718	17245	3058.46071428571	57.179	280.175102742553	292323.740753291	927	5669	1642.4	1381	7030	10109	22029	295	37827	0	0	-302.4646	4428.65702818	76202.3656	286	357	0	11	11	8	0	17	17	453	0	10	57	48	20	12	34	14	0	60	0	2014	1136	1464	922	29	15	388	1557	25	0	0	191.142519614377	107360	2766499	34800	41400.5776760544	1162.19048972794	18465.1471316449	12565.8009650062	4892.25248801209	3580.38898155237	0	96272.0799999999	540.905381709793	0	279.024513856656	262.062353655215	1520.66999131375	2455.13809215651	264.744904326224	5182.59130059691	12282.034438558	530.983643496745	7383.99021245112	743.547264676062	93.2331823916638	1379.96473359717	1550.41842315162	545.073518079836	17.2347827668292	110.470481784808	22.6234743040725	262.337427127194	214.545766544722	65.3228753961621	0	0	0	0	0	0	1207	31	2573	1	261	2922	2498	0	18	1369	2275	362	254	1	204	4	1	535	70	7	7	49	247	331	33	95	0	1664	1581	1365	69	119	0	0	0	0	0	0	2	39	0	15	9	35	28	2	62	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17056.3978249594	7764.27695931104	4619.57898890902	280.636175770835	2103354.68000001	337.554651305451	576380	15000.3720586373	9780.31863114391	9090.46850850477	7445.79586976912	5991.91276140129	4791.57460893902	3411.51516312603	2459.98237498432	11583.1627022779	6775.24170862706	5276.93655905083	3733.60357044144	2638.98163252359	1805.22783866988	1110.11020785394	697.80555169476	3847.50460579737	5947.99674933525	8741.78466247044	1467.32487222395	2034.24067119327	2560.72636820102	1733.49705226797	63.0731422005076	498.149471499872	37.229364051149	761.426602312887	23.6776411282514	143.364303662428	11.7476589668839	7.09632074411715	10.5414626484801	42.8180267496472	193.702462199116	393.67588355871	5.42430926031956	7.6368787944927	23.8032529369648	84.9072442005172	137.931438982733	8	11	1475	4559	1107	2423	3232	421	92	1360181.58175665	1613709.08259493	2310301.11337548	2500808.01251916	2393726.4158353	26528.0823238173	25930.0742873956	37743.4798280297	42548.8932134367	42268.7772505115	657.058789778076	-301.066990245073	-45.2848359854981	59.5413550894488	-86.1350403915268
"neg_DANCE_RDvsIR_2021_PG_Esccal_Rd5_GC5_1_12052"	294900.238912882	20795	14110	1497	34	4833	17365	3130.13571428571	126.985	279.064006125953	295116.87500489	938	5589	1663.55	1349	7199	10131	22294	276	38160	0	0	-302.3777	4253.57257037	76893.4958	255	315	0	11	13	5	0	15	18	392	0	7	42	42	15	14	29	12	0	54	0	2067	1167	1480	931	33	13	382	1611	28	0	0	189.434810470364	108930	2814847	35558	41859.1561645625	1164.81697292096	18511.7418830206	12900.3416881424	4613.29088945783	3593.25228871595	0	95904.03	540.847635697635	0	279.217800074633	283.216079017627	1616.2222167846	2597.88572870497	311.074318598827	5234.51981594032	12474.7577198639	594.281438061322	7567.95520715201	843.232491386855	106.403684555403	1399.56121097114	1644.91343537547	575.945493900067	14.1065872013458	95.2180164436357	20.1918711212394	251.021063265265	199.499471800423	66.2165828749147	0	0	0	0	2	1	1273	34	2523	1	252	2941	2548	0	17	1350	2332	397	287	2	168	4	1	507	63	6	5	45	231	318	32	101	0	1722	1556	1435	81	125	0	0	0	0	0	0	1	33	0	13	9	36	25	4	60	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	17180.5244399958	7755.09734459944	4555.8732074787	279.375122210919	2148083.85000001	339.09765074257	583069	15150.7626676929	9878.84378223095	9205.73552491177	7562.90486322282	6113.69706152061	4899.29267353839	3517.7794700346	2552.53304315347	11705.0683747556	6838.14033128135	5342.73387160094	3789.86254048835	2687.23385557443	1845.21293292461	1142.60852196273	721.539910505035	3943.61876099078	6153.85243817375	9077.46982164543	1516.36713045618	2116.31326570413	2683.71058784042	1770.37221365189	66.4238511027356	514.72324451836	41.6286429417696	784.396371891167	26.3792140309088	151.770943075452	13.7398025902824	8.28969641709122	10.9653664402259	40.8911841992253	196.329223472763	404.988373339369	6.22114235272708	7.96939721717578	22.6160960872189	85.8706778464659	142.116627966833	7	11	1425	4683	1142	2486	3208	454	101	1384138.61455108	1646901.78240557	2371053.17499249	2579731.74426631	2472525.37839207	26747.320093758	26164.133761045	38301.1184465292	43413.1651717702	43232.0219231622	665.987962331959	-301.331579267773	-48.1442816341272	50.1011973832607	-74.7560187788618
"neg_DANCE_RDvsIR_2021_PG_Esccal_Rd6_RA3_1_11924"	261418.866844208	18415	12414	1343	35	4347	15418	2695.16904761905	29.6000000000001	252.891852345702	261608.383530414	846	4903	1461.71	1269	6137	8918	19727	251	33833	0	0	-317.3122	3853.758207	67781.5596	262	307	0	7	13	6	0	12	16	391	0	9	38	44	12	11	30	14	0	58	0	1814	1004	1310	809	28	11	345	1409	21	0	0	172.120824986791	96402	2462790	31414	37046.662235909	1040.04584651439	16592.1646588233	11584.2105849148	4133.4817577404	3202.27499260433	0	86901.36	483.00979020979	0	249.3346662224	244.968826090814	1349.03170685814	2273.69100483318	267.568507730596	4585.3929401651	10947.5318891501	522.748006171181	6721.22168411042	725.277494842367	97.2124092057912	1306.31499310589	1483.98184469637	507.687120879915	13.0973797238638	93.3810531192349	19.6337251559213	217.120045583533	183.85697730769	55.9789594495312	0	0	0	0	1	2	1104	24	2212	1	237	2526	2372	0	16	1185	1999	353	252	0	161	2	0	449	66	5	7	37	218	265	28	93	0	1614	1362	1265	72	110	0	0	0	0	0	0	2	33	0	13	7	32	23	3	47	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	15229.0634146615	6854.02942899277	4021.44772208863	253.210591684785	1893737.01000001	304.03713630456	509498	13428.7570095856	8742.73726156497	8159.65889296735	6689.94308021194	5401.77918762158	4314.12837095096	3087.98991570813	2227.81187287894	10347.6764403798	6048.67497002435	4738.14772844998	3361.38398848217	2386.1749985365	1637.1697103401	1011.61474512272	637.806845373497	3499.53769508892	5447.70920778061	8011.99909834398	1347.0332930826	1880.10408999342	2379.21757322944	1577.23601383503	58.3485650283398	457.48626038776	36.8681529683944	698.204529314104	23.0503365372051	134.116511222865	11.8077330437226	6.89219659888522	9.72720866596162	36.7550440833126	173.875722715614	359.558712454572	5.30645813012181	6.97889824074048	20.3972013350884	76.95402692015	127.085075677445	7	10	1297	4016	957	2172	2932	427	90	1217770.38304256	1448000.07521692	2081301.84087937	2259006.06561821	2163741.89818308	23722.0967616944	23165.2965275077	33928.8848551965	38457.2874644977	38244.0606563169	596.462649241307	-267.924815777803	-48.6271844973722	46.4894278916052	-58.2144241635934
"neg_DANCE_RDvsIR_2021_PG_Esccal_Rd7_GD3_1_12058"	312613.025595506	22044	14950	1679	42	4997	18457	3428.3880952381	134.753	298.407827798224	312840.826930425	982	6014	1778.12	1424	7602	10810	23581	292	40501	0	0	-245.7434	4696.07871728	81702.5431	295	384	0	12	16	5	0	22	19	472	0	16	46	60	16	14	34	15	0	78	0	2140	1249	1563	1003	33	14	386	1678	29	0	0	203.531783267085	114954	2929457	37262	44325.3838652179	1255.77099810442	19634.9114271877	13300.8701976293	5167.17167186717	3858.62426450922	0	101325.96	581.294089244089	0	300.554946951029	308.270086585352	1696.27546934126	2730.51616133467	298.282016538668	5649.55074086139	13359.1088370459	593.632470082772	7907.91882816994	803.080237021048	99.4270854107178	1470.90288453869	1631.61273842088	568.786665352131	15.2026992952362	109.097538760011	21.9297829293604	271.112165135454	226.924077883399	68.2205863983766	0	0	0	0	4	2	1359	28	2675	1	263	3217	2639	0	17	1438	2445	422	286	1	196	4	0	565	68	6	8	47	279	351	31	113	0	1767	1677	1441	74	167	0	0	0	0	0	0	2	40	0	13	10	35	29	6	62	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18275.0223495867	8275.84557602994	4903.49076921814	298.727588080696	2243706.94000001	363.293108560832	612612	16075.9372613156	10468.9751363866	9752.23771063461	7956.35489783971	6402.18064827847	5117.13577411138	3633.36480753172	2620.71753631213	12418.89004988	7251.05025290736	5656.69031531708	3991.36928323106	2817.64462783378	1929.01766662682	1184.2264659425	744.738937661128	4126.35389249471	6367.99236783694	9322.99478308554	1579.42469821981	2180.77571207977	2734.1556143006	1876.66464838636	70.2073102099789	536.454582978025	44.7597719605752	826.566638303773	26.3279666937697	154.197519015239	13.2653033128635	8.38854514605858	11.1523064864559	41.2542950406757	202.891801197335	408.968854118288	6.27612742303895	8.3358441111923	22.9557191282644	88.959271307526	143.142673606049	7	11	1580	4960	1192	2614	3379	481	91	1454565.87601912	1724609.34382664	2466975.08291389	2671625.47897972	2555636.66866916	28325.4719919919	27695.1925770286	40421.074768399	45481.893935902	45252.3079355967	696.706481426365	-319.129516632284	-44.041674083631	52.6016882107851	-82.6638059719764
"neg_DANCE_RDvsIR_2021_PG_Esccal_Rd8_GB5_1_12041"	276206.185734924	19475	13215	1452	41	4440	16201	2872.95119047619	137.943	260.372858160317	276408.853684566	871	5237	1565.13	1225	6802	9472	20867	260	35676	0	0	-232.9582	3842.1419938	72120.3044	255	305	0	9	13	3	0	14	19	376	0	7	35	36	15	13	26	12	0	54	0	1922	1099	1392	903	29	12	373	1480	28	0	0	177.139270416022	101958	2575636	33177	39185.9481465974	1100.31340785263	17341.2096414457	11833.4722825491	4474.37488762407	3389.33573424026	0	89089.29	510.707758907758	0	263.760576457563	290.76679869659	1510.94828238767	2527.65777989894	313.292351446716	4960.78569158281	11827.1181507074	552.800747771016	7291.28089638842	829.958540663339	100.893787035386	1279.69732833898	1488.41942220178	516.982044357309	12.5404085347645	93.2157272871923	20.3693800616131	239.834293303715	205.493657326406	59.4316917493055	0	0	0	0	2	2	1228	24	2299	0	226	2858	2332	0	17	1286	2187	350	276	0	173	3	0	478	61	5	6	43	245	294	31	105	0	1526	1492	1317	68	144	0	0	0	0	0	0	2	39	0	12	7	26	25	6	58	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	16098.9831542019	7251.3260256573	4266.72628001002	260.632322363616	1980446.60000001	322.019889166118	538792	14195.0784770581	9247.52403404839	8634.89004215719	7061.91786297862	5709.29279277832	4570.72671718433	3268.76595735479	2365.52679058813	10967.0180290155	6400.45886768943	5006.25474200434	3549.20789427395	2519.31811417295	1732.77856434341	1071.33030807963	677.371861610178	3690.24120751478	5746.82024461179	8466.56712622349	1425.05621651205	1988.81012653547	2523.81413637761	1674.16660508413	65.8577504631567	483.993980095391	42.7022707365725	738.389846521193	25.1184162357482	142.715334796751	13.1951538102681	6.9658938999862	10.6547694245095	39.9957880434752	187.588722123386	378.36480794136	5.12133638612027	7.49516210512768	22.0315453374189	81.890572668586	133.31156096247	6	11	1389	4429	1045	2282	2939	456	94	1295782.18984918	1541404.70541218	2218111.95131696	2412226.11592403	2321256.36773618	25085.6976528966	24559.6787245529	35917.7943179217	40508.7399890991	40523.5239691699	617.387322710605	-283.189089902775	-36.1553008210081	39.364189710316	-61.2286174160092
"neg_DANCE_RDvsIR_2021_PG_Hedrha_Int1_BE3_1_12017"	263852.85773969	18647	12746	1303	30	4272	15589	2836.83452380952	141.41	254.978037213846	264038.26694874	786	4879	1528.21	1202	6421	9074	20009	221	34236	0	0	-220.4103	3504.74046957	69182.1261	232	240	0	6	12	5	0	10	9	301	0	10	29	48	14	14	22	8	0	30	0	1879	1070	1359	862	27	14	340	1473	25	0	0	169.872970685118	97718	2412642	31821	37559.8136866111	1067.17091313672	16364.8493410842	11418.5382782622	4028.69642637746	3277.48963538515	0	84011.7999999999	492.270020257519	0	254.699485292831	267.181126167045	1456.90144769504	2420.71590642639	281.229399667767	4665.21947545727	11246.408690547	528.925020375586	7230.50850395307	742.090288368719	83.839364047623	1185.46579874637	1441.64418367843	517.165030320752	10.6521268364521	78.8394371131473	15.5220690953003	202.591032033911	179.65515957609	52.2331477625622	0	0	0	0	3	1	1182	21	2200	1	227	2778	2297	0	19	1181	2114	329	255	3	135	4	0	431	39	6	2	36	230	272	26	109	0	1499	1363	1305	72	136	0	0	0	0	0	0	0	30	0	9	4	42	21	5	51	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15353.988956579	6903.42677573063	4007.2856019148	255.543433439793	1883495.01000001	315.596704148985	511937	13570.3622846474	8863.24750108636	8257.96709354772	6774.66439312744	5479.78149334221	4426.36786571813	3178.23804720583	2299.03251282509	10499.6701616574	6134.81257409893	4796.41188729871	3408.68669592836	2419.70226889876	1678.57944458864	1037.5988571824	651.68058641014	3510.33775892283	5467.58665437538	8116.94421583612	1364.36417845443	1902.95930841736	2431.25277480306	1581.67792629105	59.2406165195955	457.26575209383	38.5372733208716	702.033029041921	22.884067245356	137.820413917337	13.1290782920268	6.75832570341169	9.36752223370575	36.4975994076449	179.933436636306	365.932774446917	5.08127519090725	6.81768191471332	19.8223615230599	79.085894032303	130.531840016355	7	13	1263	4311	1022	2229	2816	435	95	1242297.12123924	1478499.46872775	2128162.16124311	2316550.27155415	2220506.93971903	23790.0062900949	23433.0106261784	34249.8095555538	38668.6293935908	38509.4089117154	593.028010304543	-271.341949530335	-41.8768505402802	48.7121794100279	-65.4124235687037
"neg_DANCE_RDvsIR_2021_PG_Hedrha_Int2_RC5_1_11948"	305318.505369062	21569	14758	1534	26	4893	17955	3293.66428571428	194.158	287.196202462454	305538.882240456	924	5697	1769.15	1399	7502	10512	23131	261	39524	0	0	-250.6751	4068.14675335	80207.4119	272	310	0	8	20	13	0	10	13	389	0	13	36	58	17	17	30	12	0	42	0	2157	1255	1549	998	21	15	393	1703	25	0	0	197.767824924672	112898	2804469	36743	43439.876368552	1231.5923911035	18862.3833948482	13042.1967767057	4736.91382459583	3783.22408616483	0	97822.4199999999	571.612454212454	0	295.117385316458	295.745796683543	1673.06870712021	2769.22622969408	311.482448613366	5508.13876839782	13257.5416101104	607.029647384794	8407.28131204164	814.250811693452	81.5595070676475	1386.44818254744	1580.05072428929	559.077574962499	14.0112860103911	96.4548265607842	15.5493868561542	248.423480705181	192.696538246516	57.1062911375038	0	0	0	0	4	1	1361	20	2527	2	277	3224	2588	0	21	1420	2454	418	285	2	165	5	1	520	62	5	0	62	247	315	25	114	0	1719	1618	1435	86	144	0	0	0	0	0	0	0	26	0	14	4	59	26	7	63	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17790.6506398292	8012.51662355241	4671.92553769967	287.842184495509	2177670.11000001	361.636471246524	594326	15702.1179201285	10252.0551085381	9545.17538881927	7826.57041084221	6332.56845750317	5119.50463219631	3663.08267179773	2653.18910194564	12153.7682206092	7098.28240853058	5543.0845111343	3939.85664706636	2796.81930232869	1945.34850169416	1204.50356990604	761.175676079882	4042.91740024529	6289.85668660696	9320.74358426038	1567.29251211771	2182.63229309407	2789.86957032436	1824.22660697548	66.1528654006115	519.761168040793	40.8424057804309	807.545535179818	25.9459936212436	155.496327131684	14.0616378257494	5.21677163360429	8.03607316553257	41.4151273020756	204.668844584568	414.298562031098	3.69500683255697	5.7312284729268	22.6117550145474	89.3116909955842	146.856471770251	7	16	1534	5031	1207	2522	3240	484	104	1447551.7613551	1721792.34887904	2477883.49987964	2692823.26219882	2583987.85490811	27609.1251868395	27079.5670239695	39612.443892312	44667.3604042773	44553.3993576247	677.824718436495	-307.517631280838	-52.1425099556284	62.043117035855	-83.1572435546435
"neg_DANCE_RDvsIR_2021_PG_Hedrha_Rd1_BE7_1_12021"	267780.20429287	18938	13039	1353	18	4172	15739	3041.70238095238	274.143	249.590823792316	267974.008480206	779	4997	1575.26	1138	6780	9279	20323	230	34677	0	0	-135.665	3464.8870572	70702.055	210	230	0	5	11	8	0	10	8	300	0	10	24	42	15	16	19	6	0	36	0	1917	1140	1384	904	24	14	340	1515	24	0	0	169.089001106607	99138	2422062	32262	38160.3682998073	1087.68803335368	16360.0904238048	11140.623805844	4183.62854332826	3337.50255586389	0	83091.78	503.106018981018	0	259.892710853843	273.432214079048	1497.7659899576	2468.77178674112	281.696075294651	5000.8996280072	11802.4434958614	548.839609057514	7452.72096152616	729.317779830037	81.9577885520149	1115.82354289746	1334.89307740991	480.933337681848	10.967468465232	78.7959936349767	15.6225618792949	220.152888799834	175.8729654161	54.9712278675325	0	0	0	0	4	2	1197	27	2264	0	241	2933	2155	0	13	1209	2216	388	257	3	137	5	0	438	47	7	1	48	236	291	25	102	0	1423	1388	1251	80	171	0	0	0	0	0	0	0	18	0	10	5	45	21	8	59	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15591.9302960634	7042.97262290787	4109.94321648299	249.851950402751	1894396.99000001	322.524748195473	519814	13772.3930660735	9007.95149739321	8372.64885670182	6868.8724010733	5569.35616900799	4495.37177720524	3235.30496563256	2355.62097417433	10679.1514110416	6237.43487452519	4859.57279801922	3456.59127398007	2455.2536195295	1705.82597475229	1058.62259488518	669.822163919439	3535.32734196932	5524.94992673116	8181.29877140259	1377.64869136071	1927.45094565537	2469.3935121558	1591.12325194005	59.6052834042287	461.655801735158	40.703415335329	705.954063917668	23.4033250172446	139.747616216691	13.5479654336771	6.06140227835301	8.52428008102923	36.1218268230392	181.39069845081	364.988052366135	4.55680817221441	6.07798902425469	19.4762681771508	78.9516028243103	129.971447810353	7	6	1315	4557	1099	2267	2698	434	101	1273193.15379954	1515373.89186502	2182668.96153466	2376884.53129773	2280102.36046772	24229.0703699988	23746.0008496844	34693.2138370627	39110.588164147	39049.8908450484	584.272430113886	-266.191211913798	-43.1966799759321	47.0935405870666	-60.0553313442743
